communication_round,dataset,example_count,input_event_count,measured,model,padded_time_bins,predicted,residual,scientific_seed,selected_position,setting
10,shd,355,2918940,238.20868908420036,event_structure,38202,225.92843426359616,-12.280254820604199,27,1,joint
10,shd,476,3422977,280.0394947798231,event_structure,49456,269.0087462602295,-11.030748519593601,27,2,joint
10,shd,400,3075822,262.47405487834044,event_structure,43120,238.5500456626877,-23.924009215652745,27,3,joint
10,shd,293,2335184,194.73213273771796,event_structure,30192,177.24479698664857,-17.487335751069395,27,4,joint
10,shd,384,3096790,237.11776218908008,event_structure,40512,223.03839346971165,-14.079368719368432,27,5,joint
10,shd,565,4653617,343.80962170284715,event_structure,59714,321.6114886541859,-22.198133048661248,27,6,joint
10,shd,321,2612269,209.7826058021321,event_structure,32727,202.40197336485642,-7.380632437275693,27,7,joint
10,shd,355,2945691,243.453538507752,event_structure,39338,223.25982899305598,-20.193709514696025,27,8,joint
10,shd,334,2671322,210.59539310027503,event_structure,33766,198.09860093262125,-12.49679216765378,27,9,joint
11,shd,303,2395541,188.38746591673788,event_structure,30406,183.70207697511034,-4.6853889416275365,27,0,joint
11,shd,321,2612269,211.07780088602956,event_structure,33496,203.37127209305265,-7.706528792976911,27,1,joint
11,shd,465,3536620,274.02136022807395,event_structure,47699,264.9401438016022,-9.08121642647177,27,2,joint
11,shd,462,3935332,277.1920415533158,event_structure,48348,268.80268704564844,-8.389354507667349,27,3,joint
11,shd,342,2529508,214.39399253439845,event_structure,36126,202.61305971479067,-11.780932819607784,27,4,joint
11,shd,363,2801406,219.862049800214,event_structure,36682,219.8135707802836,-0.04847901993039727,27,5,joint
11,shd,334,2671322,207.17298627140087,event_structure,33742,198.0621773272445,-9.11080894415636,27,6,joint
11,shd,355,2918940,232.16630381903283,event_structure,38305,226.13731274479835,-6.028991074234483,27,7,joint
11,shd,384,2739089,229.07662874172829,event_structure,40640,224.68394999346344,-4.392678748264842,27,8,joint
11,shd,400,3075822,249.96155845755533,event_structure,42784,237.62939769727097,-12.332160760284353,27,9,joint
12,shd,465,3536620,268.5622643011218,event_structure,47558,264.52411966995453,-4.038144631167256,27,0,joint
12,shd,355,2945691,234.73826808365752,event_structure,38541,221.35725913738963,-13.381008946267883,27,1,joint
12,shd,303,2395541,189.6946076620389,event_structure,30357,183.6584678400617,-6.036139821977201,27,2,joint
12,shd,462,3935332,286.1049262174835,event_structure,47920,267.52667093499156,-18.578255282491966,27,3,joint
12,shd,476,3422977,284.81075949611386,event_structure,48944,267.3953531900039,-17.415406306109958,27,4,joint
12,shd,322,2407095,209.4915235006508,event_structure,33500,202.87348070244923,-6.6180427982015715,27,5,joint
12,shd,255,1923656,166.31387527110644,event_structure,27190,172.22871039584209,5.914835124735646,27,6,joint
12,shd,384,2739089,236.85468957948848,event_structure,40704,224.8410235744924,-12.013666004996082,27,7,joint
12,shd,363,2801406,223.55132395621482,event_structure,36522,219.5436109430999,-4.007713013114909,27,8,joint
12,shd,334,2671322,210.24092956694548,event_structure,33962,198.40249264711463,-11.838436919830855,27,9,joint
13,shd,326,2486328,212.79037133526896,event_structure,34374,198.7694744368829,-14.02089689838607,27,0,joint
13,shd,363,2801406,223.91762982129268,event_structure,36058,218.8000454708805,-5.117584350412187,27,1,joint
13,shd,355,2945691,232.55370266977803,event_structure,38389,221.0101792204099,-11.543523449368138,27,2,joint
13,shd,565,4653617,339.94013706389836,event_structure,60101,323.0547023010563,-16.885434762842067,27,3,joint
13,shd,476,3422977,284.4093978282,event_structure,49108,267.90815382312087,-16.501244005079116,27,4,joint
13,shd,411,3262375,242.50686449906428,event_structure,42188,232.95300689748763,-9.553857601576652,27,5,joint
13,shd,355,2918940,238.259801855344,event_structure,38478,226.49380092238027,-11.76600093296372,27,6,joint
13,shd,334,2671322,207.929478941953,event_structure,34088,198.60384235744652,-9.32563658450647,27,7,joint
